schoolname,for profit,tuition revenue per fte,branches,instructional expenditure per fte,faculty salary,under investigation,5 year declining balance,7 yr repayment completion,percent fafsa,percent pell grant,type
Sherman Kendall Academy,for profit,4000.0,1,3500.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
The Art Institute of Colorado,for profit,14763.0,1,4820.0,5144.0,yes,0.4738675958,0.7843631778,0.3318152245,0.685100846,for profit under investigation
Empire Beauty School,for profit,9494.6,13,7042.6,6326.458815028903,no,0.44805194809999993,0.5868544600999999,0.4041435658,0.8818208349999999,for profit
College of Hair Design,for profit,7076.0,2,2829.0,6326.458815028902,no,0.5387323944,0.7368421053,0.3097014925,0.712686567,for profit
Arlington Baptist College,non profit,8831.0,1,3892.0,3363.0,no,0.487804878,0.6995418344619443,0.6,0.657142857,non profit
Brightwood College,for profit,8826.0,1,2355.0,4072.0,no,0.2737752161,0.4786053883,0.3221884498,0.768996961,for profit
Northern New Mexico College,non profit,1363.0,1,8682.0,5120.0,no,0.5428571429,0.6995418344619443,0.4024640657,0.958932238,non profit
Ravenscroft Beauty College,for profit,4403.0,1,2591.0,6326.458815028902,no,0.2995780591,0.4609375,0.4705882353,0.789915966,for profit
Ozarka College,non profit,827.0,1,3782.0,4489.0,no,0.3643122677,0.6153846154,0.3103813559,0.955508475,non profit
Concordia Theological Seminary,non profit,8247.0,1,10748.0,4186.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Concorde Career Institute,for profit,11253.5,2,6960.5,5087.0,no,0.2195121951,0.3333333333,0.4580602883,0.838138925,for profit
Triangle Tech Inc,for profit,11809.0,1,5962.0,3715.0,no,0.5,0.6060606061,0.4636515619105719,0.769230769,for profit
Capri College,for profit,5962.0,1,3694.0,6326.458815028902,no,0.5791855204,0.7388888889,0.3181818182,0.695454546,for profit
Cleveland University,non profit,19290.0,1,8373.0,5060.0,no,0.4851485149,0.6995418344619443,0.4197530864,0.469135803,non profit
Elegance International,for profit,11013.0,1,1468.0,6326.458815028902,no,0.4609375,0.5142857143,0.425795053,0.740282686,for profit
Brightwood College,for profit,10187.5,2,3337.5,5003.0,no,0.4370284388,0.6112449799,0.4280198566,0.747380033,for profit
Massachusetts School of Barbering,for profit,11154.0,1,4353.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.757281553,for profit
Eastwick College,for profit,8109.0,1,1913.0,3820.0,no,0.3740831296,0.5890052356,0.2884927066,0.826580227,for profit
Ridley,for profit,9576.0,1,3854.0,6326.458815028902,no,0.2943722944,0.5419354839,0.2025316456,0.936708861,for profit
Laurel Technical Institute,for profit,10457.0,2,3993.0,2583.0,yes,0.2594594595,0.4444444444,0.241025641,0.843589744,for profit under investigation
Tennessee College of Applied Technology,non profit,976.0,1,7372.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3389261745,0.7237045962785821,non profit
Long Island Business Institute,for profit,15279.0,1,5899.0,3681.0,no,0.525198939,0.7692307692,0.2445454545,0.977272727,for profit
Fielding Graduate University,non profit,23505.0,1,12415.0,6157.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Hastings Beauty School,for profit,11812.0,1,12593.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Western Technical College,for profit,1786.0,2,1972.0,3379.5,no,0.3682634731,0.4927697442,0.2622767857,0.90625,for profit
Herkimer County BOCES,non profit,702.0,1,6336.0,6326.458815028902,no,0.369047619,0.6995418344619443,0.2068965517,0.806896552,non profit
University of Phoenix,for profit,9734.416666666666,38,4182.333333333333,2587.5787572254335,yes,0.3081922782,0.7918375094999995,0.4234386662999996,0.8606120930000002,for profit under investigation
American Conservatory Theater,non profit,25044.0,1,17174.0,7732.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Central Community College,non profit,1790.0,1,7125.0,6013.0,no,0.6253026634,0.8376963351,0.337432744,0.800153728,non profit
Ross Medical Education Center,for profit,8760.0,7,1735.2857142857142,5713.536127167631,no,0.2537236775,0.37858719649999995,0.37956748700000004,0.8128262490000002,for profit
Polytechnic University of Puerto Rico,non profit,8963.0,3,3914.0,4213.0,no,0.6263219741,0.8578431373,0.3311432326,0.827201051,non profit
Brookhaven College,non profit,1529.0,1,4982.0,6812.0,no,0.4542429285,0.6995418344619443,0.5506704085,0.927970066,non profit
Med,for profit,3322.0,1,3395.0,6326.458815028902,no,0.5909090909,0.6995418344619443,0.2545454545,0.845454546,for profit
Universal Technical Institute of Arizona Inc,for profit,10562.666666666666,3,3256.3333333333335,6326.458815028902,no,0.46833643219999993,0.6990541702,0.3304986471,0.721169952,for profit
Carrington College,for profit,13943.833333333334,6,5011.666666666667,4686.333333333333,no,0.31455471519999995,0.46989721,0.3343623384,0.8203743010000001,for profit
Northwest College,for profit,5533.833333333333,6,2802.8333333333335,6326.458815028902,yes,0.3977272727,0.5223880597,0.46398891970000006,0.8601108029999999,for profit under investigation
Tennessee College of Applied Technology,non profit,823.0,1,7710.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3044776119,0.7237045962785821,non profit
Capri Institute of Hair Design,for profit,6645.0,1,7011.0,6326.458815028902,no,0.6055555556,0.8,0.3134328358,0.73880597,for profit
Harris School of Business,for profit,16704.5,4,3653.25,6326.458815028902,no,0.2577464789,0.4283246978,0.2936207399,0.92979901,for profit
Otsego Area BOCES,non profit,849.0,1,6459.0,6326.458815028902,no,0.3692307692,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Spa Tech Institute,for profit,11475.5,4,8450.25,6326.458815028902,no,0.5928143713,0.7813333333,0.2368024133,0.654600302,for profit
Sumner College,for profit,12358.0,1,4845.0,3333.0,no,0.4,0.6630434783,0.5104477612,0.653731343,for profit
Evergreen Beauty and Barber College,for profit,5124.0,1,3264.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3157894737,0.694736842,for profit
Hair Design Institute at Fifth Avenue,for profit,10944.0,2,1572.5,6326.458815028902,no,0.4661654135,0.6995418344619443,0.2841880342,0.897435897,for profit
College of Cosmetology,for profit,4600.0,1,1894.0,6326.458815028902,yes,0.3406593407,0.4871794872,0.3260869565,0.7237045962785821,for profit under investigation
O'More College of Design,non profit,17618.0,1,8418.0,3959.0,no,0.6987951807,0.6995418344619443,0.4337349398,0.530120482,non profit
American Institute,for profit,9155.013199000312,4,3102.677756950953,6326.458815028902,no,0.2790697674,0.4802867384,0.2613089509,0.902309913,for profit
Bramson ORT College,non profit,9582.0,1,4161.0,3956.0,no,0.3333333333,0.6995418344619443,0.2279635258,0.946808511,non profit
Pennsylvania Academy of the Fine Arts,non profit,22261.0,1,11235.0,5846.0,yes,0.619047619,0.6041666667,0.6091954023,0.540229885,non profit under investigation
Truckee Meadows Community College,non profit,2194.0,1,4818.0,7136.0,no,0.4701754386,0.8671875,0.4158866007,0.918694838,non profit
University of Hawaii,non profit,4902.0,1,9179.0,8328.0,no,0.6244131455,0.734375,0.6947278912,0.755952381,non profit
Columbia College,non profit,18913.0,1,3652.0,6326.458815028902,no,0.5,0.6585365854,0.6422018349,0.697247706,non profit
Cleveland Institute of Dental,for profit,2658.3333333333335,3,2855.3333333333335,6326.458815028902,no,0.2506861848,0.36582809219999995,0.39951278929999995,0.9305724730000001,for profit
California College San Diego,non profit,11430.5,2,3525.5,6999.5,no,0.274611399,0.5719298246,0.3577844311,0.884730539,non profit
Cattaraugus Allegany BOCES,non profit,6130.0,1,10985.0,6326.458815028902,no,0.4298245614,0.6995418344619443,0.4636515619105719,0.84375,non profit
Rich Mountain Community College,non profit,1318.0,1,4541.0,4813.0,no,0.49685005965531465,0.6995418344619443,0.2731277533,0.7237045962785821,non profit
Cuyamaca College,non profit,807.0,1,3667.0,7459.0,no,0.3100775194,0.6995418344619443,0.6573450135,0.993598383,non profit
Danville Regional Medical Center School of Health Professions,for profit,11263.0,1,28914.0,4045.0,no,0.5714285714,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Great Lakes Institute of Technology,for profit,5119.0,1,1732.0,3199.0,no,0.4106910039,0.5735849057,0.256302521,0.824929972,for profit
Ridley,for profit,8426.5,4,3632.0,6326.458815028902,yes,0.2967032967,0.5319148936,0.21875,0.854420732,for profit under investigation
Paul Mitchell the School,for profit,12159.0,1,0.0,6326.458815028902,no,0.6280193237,0.7702702703,0.3279569892,0.59139785,for profit
American InterContinental University,for profit,15747.0,4,2893.6666666666665,6015.666666666667,yes,0.3311713354,0.6869964664,0.510371004,0.9022238850000001,for profit under investigation
Roberto,for profit,10458.0,1,9626.0,6326.458815028902,no,0.6164383562,0.6995418344619443,0.4636515619105719,0.721518987,for profit
Johnson College,non profit,16025.0,1,6428.0,5793.0,no,0.7741935484,0.8248587571,0.2564102564,0.617715618,non profit
Pinellas Technical College,non profit,1994.0,1,5469.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4006622517,0.7237045962785821,non profit
Bridgerland Applied Technology College,non profit,2325.0,1,7895.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4497607656,0.7237045962785821,non profit
Sanford,for profit,7045.0,5,2954.0,4950.0,no,0.2755831773,0.4594001463,0.3702430641,0.865455438,for profit
Pueblo Community College,non profit,2614.0,1,5333.0,4934.0,no,0.362244898,0.6322869955,0.3519182998,0.84846812,non profit
Upper Valley Career Center,non profit,978.0,1,1970.0,6326.458815028902,no,0.3604651163,0.6995418344619443,0.3733333333,0.873333333,non profit
The Art Institute of San Antonio,for profit,12994.0,3,4005.6666666666665,4567.666666666667,yes,0.45067698259999994,0.7440147329999999,0.343633829,0.74186803,for profit under investigation
Great Oaks Career Campuses,non profit,12658.0,1,20711.0,6326.458815028902,no,0.4712230216,0.6103896104,0.2242562929,0.718535469,non profit
Career Center of Southern Illinois,non profit,5226.0,1,3713.0,6326.458815028902,no,0.4363636364,0.5,0.3825503356,0.88590604,non profit
Naropa University,non profit,22064.0,1,9606.0,5957.0,no,0.6438356164,0.8222222222,0.5189873418,0.679324895,non profit
Aveda Institute,for profit,13063.0,1,11626.0,6326.458815028902,no,0.6349206349,0.7128712871,0.3640552995,0.66359447,for profit
Levittown Beauty Academy,for profit,6927.0,1,2752.0,6326.458815028902,no,0.3866666667,0.6056338028,0.4636515619105719,0.851351351,for profit
Mission College,non profit,1055.0,1,6323.0,7761.0,no,0.5028901734,0.6995418344619443,0.5394871795,0.994871795,non profit
Court Reporting Institute of Dallas,for profit,7296.0,2,3846.0,3404.0,no,0.3698193411,0.6964285714,0.3687943262,0.687943262,for profit
Pennsylvania Academy of Cosmetology Arts and Sciences,for profit,5733.5,2,1178.5,6326.458815028902,no,0.512345679,0.6534653465,0.2890625,0.765625,for profit
Saybrook University,non profit,19482.0,1,7022.0,6715.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
San Joaquin Valley College,for profit,10057.89488861654,12,7339.579410280442,6231.88506002668,yes,0.31031720600000007,0.5008907362999999,0.40929413359999994,0.878336269,for profit under investigation
Midwest Institute,for profit,6640.0,1,4266.0,4028.0,no,0.2788461538,0.4369369369,0.5,0.740853659,for profit
New England Hair Academy,for profit,11020.0,1,4789.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2335025381,0.92893401,for profit
Aveda Institute,for profit,10310.0,1,5892.0,6326.458815028902,no,0.7360248447,0.8731060606,0.3448275862,0.551724138,for profit
Orange Ulster BOCES,non profit,7097.0,1,8201.0,6326.458815028902,no,0.568627451,0.6995418344619443,0.306122449,0.744897959,non profit
University of Spa & Cosmetology Arts,for profit,6034.0,1,2225.0,6326.458815028902,no,0.507751938,0.6625766871,0.3632653061,0.73877551,for profit
Franklin Technology,non profit,6134.0,1,7701.0,6326.458815028902,no,0.33640553,0.4682926829,0.3632653061,0.906122449,non profit
Career Academy of Beauty,for profit,7618.0,1,5149.0,6326.458815028902,no,0.4753363229,0.6981132075,0.3624454148,0.759825328,for profit
Margaret H Rollins School of Nursing at Beebe Medical Center,non profit,5497.0,1,19979.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.482758621,non profit
Nashville College of Medical Careers,for profit,3647.0,1,1299.0,6326.458815028902,no,0.2625,0.6995418344619443,0.41015625,0.8984375,for profit
Circle in the Square Theater School,non profit,16175.0,1,19621.0,6326.458815028902,no,0.65,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Michigan College of Beauty,for profit,9417.0,1,6453.0,6326.458815028902,no,0.3995215311,0.6012461059,0.4482758621,0.785714286,for profit
Madison Oneida BOCES,non profit,3109.0,1,3886.0,6326.458815028902,no,0.4367816092,0.4230769231,0.4636515619105719,0.7237045962785821,non profit
Enid Beauty College,for profit,5787.0,1,3914.0,6326.458815028902,no,0.4923076923,0.6995418344619443,0.4636515619105719,0.838235294,for profit
YTI Career Institute,for profit,12780.0,1,3923.0,3850.0,no,0.55292172,0.7629427793,0.2543244507,0.728845255,for profit
Institute for Business and Technology,for profit,14761.0,3,3180.3333333333335,6326.458815028902,no,0.325356843,0.4908916587,0.2801894238,0.8066298340000001,for profit
The Art Institute of Cincinnati,for profit,16558.0,1,4572.0,3028.0,yes,0.4492753623,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit under investigation
Central School of Practical Nursing,non profit,2233.0,1,1014.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Triangle Tech Inc,for profit,14483.0,2,5747.5,3559.5,no,0.6450704225,0.7619047619,0.1575,0.74,for profit
Pennco Tech,for profit,13497.0,1,2662.0,6326.458815028902,no,0.3106870229,0.4822429907,0.1936560935,0.819699499,for profit
Fortis Institute,for profit,8751.5,2,3236.0,6326.458815028902,no,0.4098360656,0.6127659574,0.2804123711,0.828178694,for profit
National Conservatory of Dramatic Arts,non profit,7985.0,1,1493.0,6326.458815028902,no,0.5454545455,0.6995418344619443,0.4636515619105719,0.666666667,non profit
La James International College,for profit,8583.0,1,2732.0,6326.458815028902,no,0.4519230769,0.6995418344619443,0.4268292683,0.817073171,for profit
Old Town Barber College,for profit,17284.0,2,5080.0,6326.458815028902,yes,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit under investigation
Wisconsin Lutheran College,non profit,11638.0,1,8970.0,5976.0,no,0.8265682657,0.6995418344619443,0.5767284992,0.445193929,non profit
Rob Roy Academy,for profit,10440.0,1,1944.0,6326.458815028902,no,0.3382352941,0.6995418344619443,0.4636515619105719,0.803278689,for profit
Black Hills Beauty College,for profit,4049.0,1,5878.0,6326.458815028902,no,0.5763888889,0.6923076923,0.3684210526,0.756578947,for profit
Massachusetts General Hospital Dietetic Internship,non profit,2764.0,1,3129.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Palo Alto University,non profit,26517.0,1,18464.0,8825.0,no,0.49685005965531465,0.6995418344619443,0.6336633663,0.792079208,non profit
Hawaii Institute of Hair Design,for profit,7803.0,1,4760.0,6326.458815028902,no,0.5903614458,0.6995418344619443,0.2307692308,0.907692308,for profit
Riverside College of Health Careers,non profit,9945.0,1,9307.0,5256.0,no,0.6626506024,0.775862069,0.5296442688,0.498023715,non profit
St Joseph School of Nursing,non profit,9529.0,1,6996.0,7508.0,no,0.7407407407,0.7462686567,0.4736842105,0.518796993,non profit
Canton City Schools Adult Career and Technical Education,non profit,8232.0,1,12639.0,6326.458815028902,no,0.2777777778,0.4545454545,0.3005464481,0.945355191,non profit
Martin University,non profit,10120.0,1,5801.0,4314.0,no,0.1541501976,0.4464285714,0.6440677966,0.944915254,non profit
Savannah College of Art and Design,non profit,25740.0,1,10192.0,8429.0,no,0.6075209931,0.7911453321,0.5716596571,0.464574571,non profit
